date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,station_name,region_name,flood,label_hujan
5/31/2020,26.4,32.4,28.5,82.0,0.0,6.6,2.0,250.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
6/1/2020,25.4,32.8,27.9,81.0,6.9,3.1,4.0,60.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/3/2020,25.8,32.3,26.9,87.0,0.2,8.2,4.0,100.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/4/2020,25.4,33.8,28.7,74.0,10.2,5.1,5.0,100.0,3.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/6/2020,25.8,32.6,28.4,77.0,1.5,1.7,3.0,120.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/7/2020,26.0,32.8,28.7,75.0,0.0,1.9,3.0,50.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
6/9/2020,26.0,30.4,27.3,86.0,14.2,6.6,3.0,160.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/12/2020,25.6,33.4,28.6,77.0,3.0,5.9,3.0,100.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/13/2020,25.6,33.2,28.7,75.0,0.0,7.1,2.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
6/14/2020,25.8,34.7,29.6,73.0,1.5,6.0,5.0,130.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/16/2020,27.0,33.4,29.5,78.0,0.0,0.1,4.0,50.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
6/18/2020,26.2,33.6,29.5,74.0,0.0,8.3,3.0,80.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
6/20/2020,25.7,34.0,29.5,72.0,0.5,0.0,2.0,60.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/23/2020,21.2,32.4,28.0,79.0,1.8,2.0,3.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/25/2020,25.2,33.6,28.5,76.0,2.4,5.4,3.0,90.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
6/27/2020,26.2,33.4,29.1,74.0,0.0,6.7,4.0,70.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/1/2020,25.8,33.8,28.9,72.0,0.0,6.6,4.0,70.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/2/2020,26.6,31.8,26.3,88.0,0.0,7.1,3.0,250.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/3/2020,24.8,32.6,27.8,80.0,34.9,0.7,3.0,190.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/6/2020,24.4,33.6,28.5,70.0,0.0,9.8,4.0,60.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/8/2020,24.7,33.4,28.6,74.0,0.0,8.6,4.0,180.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/9/2020,24.4,32.6,27.7,75.0,0.1,6.9,3.0,60.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/10/2020,25.2,31.2,27.8,77.0,0.0,3.5,3.0,31.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/14/2020,26.0,31.8,28.3,77.0,0.0,1.2,3.0,96.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/15/2020,25.2,31.8,27.2,80.0,4.0,4.1,4.0,80.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/16/2020,25.2,31.2,28.1,79.0,2.4,0.0,4.0,90.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/17/2020,25.0,33.8,29.0,70.0,0.0,0.4,3.0,80.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/21/2020,25.0,32.6,27.9,82.0,4.7,5.2,2.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/22/2020,25.2,33.2,28.6,76.0,0.8,5.2,4.0,50.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/24/2020,25.8,33.4,28.9,80.0,0.5,2.0,3.0,120.0,1.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
7/27/2020,25.0,33.4,28.2,68.0,0.0,9.9,4.0,140.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
7/30/2020,24.6,32.4,28.7,71.0,0.0,8.5,3.0,230.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/1/2020,23.2,34.0,27.7,61.0,0.0,9.1,3.0,70.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/4/2020,23.8,33.0,29.0,70.0,0.0,7.9,3.0,80.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/6/2020,25.6,34.8,28.9,74.0,0.0,4.0,3.0,150.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/8/2020,26.3,33.2,28.7,78.0,0.0,8.9,3.0,220.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/10/2020,25.6,33.8,28.9,76.0,1.5,8.2,3.0,90.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/11/2020,26.6,35.0,26.2,89.0,0.0,8.7,3.0,160.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/14/2020,23.4,32.0,26.4,88.0,28.7,1.3,3.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/15/2020,24.6,34.0,27.8,82.0,3.0,1.9,3.0,70.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/16/2020,24.8,33.4,28.5,76.0,0.0,9.9,4.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/17/2020,25.4,33.9,28.9,74.0,0.0,9.5,3.0,50.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/18/2020,24.0,32.8,26.6,86.0,6.7,9.3,3.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/19/2020,24.2,34.4,28.3,77.0,1.1,4.4,3.0,30.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
8/23/2020,25.6,35.0,29.4,70.0,0.0,9.6,3.0,60.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/24/2020,24.6,33.0,28.4,71.0,0.0,9.8,6.0,60.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/25/2020,24.2,34.8,28.5,65.0,0.0,6.1,5.0,50.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
8/28/2020,24.2,35.0,28.5,66.0,0.0,9.8,4.0,60.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/3/2020,25.0,33.6,28.6,74.0,2.5,3.0,5.0,60.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
9/4/2020,25.8,34.8,29.6,71.0,0.0,4.8,6.0,60.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/6/2020,24.6,33.8,28.5,76.0,0.0,7.7,3.0,230.0,1.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/9/2020,25.0,34.8,30.0,65.0,0.0,9.0,4.0,90.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/10/2020,26.2,35.2,28.8,74.0,0.0,8.0,3.0,190.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/11/2020,25.2,33.6,28.8,75.0,3.0,3.6,3.0,190.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
9/12/2020,25.4,34.2,29.4,72.0,0.0,3.7,3.0,210.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/14/2020,25.4,32.4,27.1,78.0,2.0,6.4,3.0,140.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
9/28/2020,25.0,34.8,29.0,71.0,0.0,5.4,3.0,90.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
9/29/2020,25.0,34.1,29.1,69.0,0.0,7.4,3.0,80.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
10/3/2020,24.7,31.2,26.7,84.0,20.6,7.2,3.0,260.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/4/2020,24.1,33.5,29.1,72.0,23.7,2.0,3.0,180.0,2.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/5/2020,22.4,33.4,28.3,72.0,67.5,8.5,3.0,180.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/6/2020,24.1,33.2,28.7,70.0,0.0,8.0,3.0,200.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,NO
10/9/2020,24.6,29.8,25.9,91.0,12.6,5.6,2.0,280.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/10/2020,24.6,31.6,28.0,79.0,43.5,0.6,3.0,150.0,1.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/11/2020,24.1,31.6,28.0,82.0,65.0,1.2,3.0,150.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/12/2020,25.0,32.8,28.7,76.0,0.0,4.3,3.0,70.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
10/16/2020,26.2,33.8,27.9,80.0,0.0,6.6,3.0,270.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,NO
10/17/2020,23.7,32.1,28.0,81.0,76.0,3.0,2.0,180.0,0.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/19/2020,25.0,31.0,26.8,88.0,41.2,4.0,4.0,180.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/20/2020,24.0,32.6,27.4,82.0,17.0,3.5,3.0,200.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/21/2020,24.1,32.2,27.4,85.0,0.2,7.5,3.0,160.0,0.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/22/2020,24.6,32.2,27.8,82.0,6.0,2.8,5.0,260.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/23/2020,24.4,33.0,28.8,73.0,0.0,5.4,6.0,250.0,3.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
10/26/2020,24.2,31.8,26.2,87.0,19.5,3.8,4.0,240.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/27/2020,23.0,31.4,26.0,89.0,79.1,2.7,3.0,60.0,0.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
10/28/2020,24.2,32.8,28.4,78.0,3.6,1.3,3.0,50.0,1.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
10/29/2020,25.2,33.4,29.1,74.0,0.0,8.7,4.0,70.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/1/2020,24.2,31.6,26.0,90.0,3.7,3.2,4.0,220.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
11/2/2020,24.2,31.6,27.1,85.0,15.6,4.6,4.0,270.0,3.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/4/2020,24.6,33.0,28.0,80.0,0.3,6.9,3.0,260.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/6/2020,25.0,31.7,27.3,86.0,4.5,0.0,3.0,80.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/7/2020,24.2,32.8,27.7,80.0,9.2,2.6,3.0,100.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/8/2020,24.5,31.9,26.3,86.0,0.4,4.5,7.0,70.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
11/9/2020,23.6,33.8,28.6,76.0,5.5,5.3,3.0,80.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/10/2020,24.9,33.0,29.1,74.0,0.0,9.5,3.0,200.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/11/2020,25.0,33.4,29.2,75.0,4.6,4.4,4.0,40.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/14/2020,25.0,34.6,30.2,74.0,0.0,10.3,3.0,40.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/15/2020,26.1,34.8,29.8,69.0,0.0,8.0,4.0,80.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/16/2020,26.2,33.6,29.5,76.0,0.0,6.7,4.0,80.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/17/2020,26.4,34.6,28.8,79.0,1.2,5.4,4.0,180.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/19/2020,24.4,33.4,29.4,73.0,20.3,3.2,3.0,80.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/20/2020,24.4,32.8,28.9,79.0,0.0,6.7,3.0,60.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/21/2020,25.0,32.4,27.8,81.0,3.6,4.0,4.0,210.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/22/2020,24.4,31.6,26.6,86.0,27.0,3.1,3.0,170.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/23/2020,24.6,32.8,26.7,88.0,13.7,2.7,5.0,250.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/24/2020,24.2,32.8,26.9,84.0,0.3,0.4,4.0,260.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
11/25/2020,24.2,34.2,27.9,82.0,34.7,5.6,4.0,230.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
11/27/2020,25.2,34.2,29.0,73.0,0.0,8.7,4.0,250.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/28/2020,25.4,34.3,28.9,76.0,1.9,4.3,4.0,210.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
11/29/2020,26.0,32.4,27.7,81.0,0.0,4.2,7.0,250.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
11/30/2020,23.8,31.2,26.9,84.0,2.5,1.5,4.0,240.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/3/2020,24.2,31.8,26.4,85.0,15.8,7.0,3.0,200.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/4/2020,24.0,31.9,27.8,82.0,2.5,2.5,4.0,200.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/5/2020,25.1,29.1,26.5,85.0,2.0,5.9,4.0,270.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/6/2020,24.4,28.0,25.6,93.0,13.8,1.7,4.0,260.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1,YES
12/7/2020,23.4,29.2,25.3,91.0,46.5,0.0,5.0,260.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/8/2020,23.4,30.4,27.2,83.0,14.9,0.1,6.0,270.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/9/2020,24.6,31.0,27.3,88.0,1.3,7.0,5.0,270.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/10/2020,25.0,31.0,27.1,84.0,2.0,4.5,3.0,250.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/11/2020,25.0,31.4,28.0,82.0,1.0,3.7,3.0,210.0,2.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/12/2020,24.2,31.2,27.1,80.0,1.5,3.1,5.0,260.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/15/2020,24.4,32.0,27.6,80.0,11.0,1.3,5.0,240.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/16/2020,24.4,32.0,27.5,81.0,0.0,2.2,5.0,250.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
12/17/2020,23.4,30.8,26.9,83.0,6.8,2.8,6.0,250.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/21/2020,24.2,29.6,26.7,83.0,0.4,2.7,5.0,260.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/22/2020,24.2,31.6,27.8,80.0,0.0,0.2,4.0,260.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,NO
12/23/2020,24.2,34.0,28.3,77.0,0.3,2.0,5.0,250.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/26/2020,24.2,33.8,28.2,74.0,0.1,7.2,5.0,260.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/29/2020,24.8,30.8,27.1,82.0,0.1,6.1,7.0,240.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/30/2020,24.6,30.8,27.0,81.0,0.3,1.4,4.0,260.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
12/31/2020,24.4,29.8,26.4,88.0,0.5,0.1,4.0,250.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0,YES
1/1/2016,26.0,31.5,28.7,78.0,0.9,4.8,4.0,330.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/3/2016,26.0,31.4,28.6,81.0,2.5,6.7,4.0,340.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/8/2016,28.0,32.7,30.1,76.0,0.0,9.5,4.0,20.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/10/2016,28.0,33.2,29.9,73.0,0.0,9.3,4.0,20.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/12/2016,28.0,31.4,29.3,78.0,0.0,8.9,3.0,220.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/13/2016,27.0,31.9,28.6,78.0,0.0,2.4,4.0,70.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/14/2016,26.0,32.2,28.9,78.0,10.8,3.3,4.0,60.0,2.0,NE,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/16/2016,27.0,31.8,29.2,77.0,2.4,2.8,3.0,20.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/17/2016,27.0,33.5,29.6,75.0,0.0,0.0,4.0,20.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/18/2016,28.0,32.9,29.9,75.0,0.0,7.3,4.0,30.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/20/2016,27.0,31.4,28.2,81.0,11.5,8.3,5.0,320.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/21/2016,26.0,30.2,28.6,80.0,0.0,1.9,2.0,340.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
1/24/2016,25.0,30.8,27.4,88.0,29.0,0.0,5.0,70.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/26/2016,24.0,31.4,28.0,85.0,5.5,0.0,3.0,340.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
1/31/2016,27.0,30.8,28.6,82.0,12.0,1.3,5.0,330.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/1/2016,26.0,30.8,28.4,82.0,1.3,1.6,4.0,210.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/2/2016,25.0,31.6,28.3,83.0,19.5,1.4,4.0,320.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/5/2016,26.0,31.6,28.8,78.0,12.6,0.2,4.0,320.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/7/2016,26.0,31.8,28.0,88.0,27.2,4.7,5.0,320.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/8/2016,26.0,30.8,27.4,87.0,3.5,5.4,7.0,300.0,5.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/9/2016,25.0,32.0,27.3,86.0,10.5,4.9,6.0,310.0,3.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/10/2016,26.0,29.8,27.6,83.0,17.9,4.6,6.0,310.0,3.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/11/2016,26.0,30.0,28.0,80.0,0.0,0.0,5.0,270.0,2.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
2/12/2016,25.0,30.7,27.2,84.0,17.7,0.3,3.0,360.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/13/2016,25.0,31.2,28.1,81.0,8.5,2.7,4.0,50.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/15/2016,26.0,32.0,28.4,82.0,5.0,6.3,4.0,280.0,3.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/18/2016,25.0,31.8,28.6,78.0,2.0,2.4,4.0,320.0,2.0,NW,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
2/19/2016,26.0,31.0,28.4,81.0,0.0,8.6,4.0,310.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
2/20/2016,27.0,30.4,28.4,82.0,0.0,1.4,5.0,290.0,2.0,NW,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
2/21/2016,27.0,31.6,28.5,80.0,0.0,0.0,6.0,300.0,3.0,NW,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
2/28/2016,25.0,29.2,26.5,92.0,80.0,6.1,4.0,300.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,1,YES
2/29/2016,25.0,31.5,27.7,83.0,3.8,0.0,6.0,280.0,3.0,W ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,1,YES
3/1/2016,25.0,30.2,28.0,80.0,19.1,0.9,5.0,320.0,2.0,NW,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/4/2016,25.0,31.0,28.1,85.0,38.8,7.8,5.0,330.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/8/2016,26.0,31.7,29.4,81.0,1.0,9.3,3.0,150.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/9/2016,27.0,32.7,29.3,79.0,0.0,5.8,3.0,20.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
3/10/2016,26.0,33.2,29.6,77.0,4.2,8.9,5.0,10.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/11/2016,27.0,32.2,29.3,78.0,0.2,9.6,3.0,320.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/12/2016,27.0,32.8,29.5,74.0,0.0,6.0,5.0,280.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
3/16/2016,26.0,32.8,29.3,80.0,11.6,6.5,4.0,290.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/26/2016,25.0,30.7,27.6,85.0,38.6,5.1,3.0,20.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
3/29/2016,25.0,31.8,28.4,81.0,20.4,9.5,4.0,230.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/3/2016,26.0,33.2,29.2,77.0,0.3,9.1,5.0,50.0,3.0,E ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/7/2016,28.0,32.7,30.0,74.0,0.0,8.0,5.0,50.0,2.0,NE,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
4/10/2016,26.0,32.8,29.7,74.0,1.5,6.9,4.0,50.0,2.0,SE,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/11/2016,28.0,33.2,29.8,77.0,0.0,5.2,4.0,210.0,2.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
4/15/2016,27.0,31.8,28.7,83.0,3.6,7.6,5.0,100.0,3.0,E ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/20/2016,25.0,31.8,28.4,82.0,5.5,6.2,4.0,50.0,1.0,N ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/22/2016,25.0,33.6,29.4,76.0,4.2,5.3,6.0,110.0,4.0,SE,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,YES
4/25/2016,28.0,34.0,30.0,75.0,0.0,8.5,5.0,80.0,2.0,E ,96741,Stasiun Meteorologi Maritim Tanjung Priok,Jakarta Utara,0,NO
